gene_id	symbol
ENSG00000180988	OR52N2
ENSG00000205409	OR52E6
ENSG00000183269	OR52E8
ENSG00000233563	OR52E7P
ENSG00000180974	OR52E4
ENSG00000180947	OR52E5
ENSG00000184478	OR56A3
ENSG00000188691	AC025016.1
ENSG00000183313	OR52L1
ENSG00000183389	OR56A4
ENSG00000202147	5S_rRNA
ENSG00000180934	OR56A1
ENSG00000180923	OR52L2P
ENSG00000234895	OR52X1P
ENSG00000180919	OR56B4
ENSG00000180913	AC111177.1
ENSG00000180909	AC022762.1
ENSG00000175486	OR52B2
ENSG00000175485	OR52W1
ENSG00000180878	C11orf42
ENSG00000051009	FAM160A2
ENSG00000132259	CNGA4
ENSG00000110148	CCKBR
ENSG00000170955	PRKCDBP
ENSG00000166311	SMPD1
ENSG00000166313	APBB1
ENSG00000110169	HPX
ENSG00000110171	TRIM3
ENSG00000132254	ARFIP2
ENSG00000132286	FXC1
ENSG00000179532	DNHD1
ENSG00000132275	RRP8
ENSG00000166333	ILK
ENSG00000166337	TAF10
ENSG00000166340	TPP1
ENSG00000166341	DCHS1
ENSG00000158042	MRPL17
ENSG00000241678	RP11-732A19.1
ENSG00000188124	OR2AG2
ENSG00000170803	OR2AG1
ENSG00000184933	OR6A2
ENSG00000166363	OR10A5
ENSG00000170790	OR10A2
ENSG00000170782	OR10A4
ENSG00000166368	OR2D2
ENSG00000178358	OR2D3
ENSG00000149054	ZNF215
ENSG00000149050	ZNF214
ENSG00000158077	NLRP14
ENSG00000170748	RBMXL2
ENSG00000221703	hsa-mir-302e
ENSG00000170743	SYT9
ENSG00000251364	AC107884.1
ENSG00000183801	OLFML1
ENSG00000166387	PPFIBP2
ENSG00000166394	CYB5R2
ENSG00000183378	OVCH2
ENSG00000176716	OR10AB1P
ENSG00000227892	OR5P4P
ENSG00000166408	OR5P1P
ENSG00000241008	RP11-494M8.1
ENSG00000183303	OR5P2
ENSG00000182334	OR5P3
ENSG00000170688	OR5E1P
ENSG00000252769	U6
ENSG00000175393	OR10A6
ENSG00000170683	OR10A3
ENSG00000182261	NLRP10
ENSG00000175390	EIF3F
ENSG00000166402	TUB
ENSG00000248332	AC116456.1
ENSG00000166405	RIC3
ENSG00000246820	AC091013.1
ENSG00000166407	LMO1
ENSG00000130413	STK33
ENSG00000252778	SCARNA20
ENSG00000166436	TRIM66
ENSG00000166441	RPL27A
ENSG00000200983	SNORA3
ENSG00000212607	SNORA3
ENSG00000166444	ST5
ENSG00000252905	5S_rRNA
ENSG00000202276	Y_RNA
ENSG00000166452	C11orf17
ENSG00000176029	C11orf16
ENSG00000176009	ASCL3
ENSG00000223080	Y_RNA
ENSG00000175348	TMEM9B
ENSG00000175352	NRIP3
ENSG00000253973	RP11-467K18.2
ENSG00000175356	SCUBE2
ENSG00000213538	AC079296.1
ENSG00000184014	DENND5A
ENSG00000166471	TMEM41B
ENSG00000205339	IPO7
ENSG00000201998	SNORA23
ENSG00000166478	ZNF143
ENSG00000166483	WEE1
ENSG00000238387	snoU13
ENSG00000243869	AC122179.1
ENSG00000243964	RP11-16F15.1
ENSG00000239470	RP11-16F15.2
ENSG00000133789	SWAP70
ENSG00000201564	7SK
ENSG00000245522	AC026250.4
ENSG00000246273	AC026250.1
ENSG00000246619	AC026250.2
ENSG00000133812	SBF2
ENSG00000252568	U7
ENSG00000148926	ADM
ENSG00000221574	U6atac
ENSG00000133805	AMPD3
ENSG00000241093	AC021914.2
ENSG00000243043	AC021914.1
ENSG00000110315	RNF141
ENSG00000177112	AC009532.1
ENSG00000133800	LYVE1
ENSG00000072952	MRVI1
ENSG00000206858	Y_RNA
ENSG00000198730	CTR9
ENSG00000110321	EIF4G2
ENSG00000238622	snoU97
ENSG00000246308	AC116535.2
ENSG00000236287	ZBED5
ENSG00000247271	AC069360.2
ENSG00000250041	AC069360.1
ENSG00000110328	GALNTL4
ENSG00000170242	USP47
ENSG00000186213	AC124276.2
ENSG00000050165	DKK3
ENSG00000228441	AC124276.1
ENSG00000133816	MICAL2
ENSG00000133808	MICALCL
ENSG00000197702	PARVA
ENSG00000187079	TEAD1
ENSG00000252329	SCARNA16
ENSG00000251381	AC084859.1
ENSG00000189431	RASSF10
ENSG00000244182	AC022878.1
ENSG00000133794	ARNTL
ENSG00000239823	AC016884.1
ENSG00000222162	7SK
ENSG00000148925	BTBD10
ENSG00000152266	PTH
ENSG00000228901	AC026843.1
ENSG00000197601	FAR1
ENSG00000240454	RP11-23B7.1
ENSG00000200685	Y_RNA
ENSG00000201856	5S_rRNA
ENSG00000152268	SPON1
ENSG00000212365	5S_rRNA
ENSG00000133818	RRAS2
ENSG00000129083	COPB1
ENSG00000251991	U7
ENSG00000129084	PSMA1
ENSG00000152270	PDE3B
ENSG00000186104	CYP2R1
ENSG00000175868	CALCB
ENSG00000253179	CALCP
ENSG00000110680	CALCA
ENSG00000250640	RP11-7O20.4
ENSG00000188487	INSC
ENSG00000253072	snoMBII-202
ENSG00000110693	SOX6
ENSG00000221556	AC103794.1
ENSG00000213785	AC100865.2
ENSG00000241943	AC100865.1
ENSG00000110696	C11orf58
ENSG00000240223	AC026639.1
ENSG00000166689	PLEKHA7
ENSG00000199883	7SK
ENSG00000251928	U6
ENSG00000244398	RP11-466H18.1
ENSG00000184669	AC116533.3
ENSG00000221322	AC116533.1
ENSG00000110700	RPS13
ENSG00000201784	SNORD14
ENSG00000201403	SNORD14
ENSG00000011405	PIK3C2A
ENSG00000201586	U6
ENSG00000245502	AC126389.2
ENSG00000240808	CTD-3236F5.1
ENSG00000249533	AC107956.2
ENSG00000213779	RP11-452G18.1
ENSG00000197149	RP11-452G18.2
ENSG00000243202	AC107956.1
ENSG00000070081	NUCB2
ENSG00000188211	AC124798.1
ENSG00000187486	KCNJ11
ENSG00000006071	ABCC8
ENSG00000006611	USH1C
ENSG00000188162	OTOG
ENSG00000129152	MYOD1
ENSG00000129159	KCNC1
ENSG00000129158	SERGEF
ENSG00000129167	TPH1
ENSG00000166788	SAAL1
ENSG00000166787	SAA3P
ENSG00000179826	MRGPRX3
ENSG00000179817	MRGPRX4
ENSG00000221037	AC090099.2
ENSG00000224002	AC090099.4
ENSG00000189332	AC090099.3
ENSG00000148965	SAA4
ENSG00000134339	SAA2
ENSG00000200336	5S_rRNA
ENSG00000212789	ST13P5
ENSG00000173432	SAA1
ENSG00000201695	5S_rRNA
ENSG00000110756	HPS5
ENSG00000110768	GTF2H1
ENSG00000134333	LDHA
ENSG00000166796	LDHC
ENSG00000166800	LDHAL6A
ENSG00000074319	TSG101
ENSG00000151116	UEVLD
ENSG00000247595	AC112694.1
ENSG00000179119	SPTY2D1
ENSG00000151117	TMEM86A
ENSG00000179057	IGSF22
ENSG00000110786	PTPN5
ENSG00000170255	MRGPRX1
ENSG00000183695	MRGPRX2
ENSG00000177054	ZDHHC13
ENSG00000129170	CSRP3
ENSG00000129173	E2F8
ENSG00000200687	5S_rRNA
ENSG00000207407	SNORA1
ENSG00000166833	NAV2
ENSG00000109851	DBX1
ENSG00000109854	HTATIP2
ENSG00000185238	PRMT3
ENSG00000165970	SLC6A5
ENSG00000165973	NELL1
ENSG00000201059	5S_rRNA
ENSG00000225477	AC105190.1
ENSG00000252816	5S_rRNA
ENSG00000171714	ANO5
ENSG00000091664	SLC17A6
ENSG00000183161	FANCF
ENSG00000229387	AC103801.2
ENSG00000148935	GAS2
ENSG00000222427	5S_rRNA
ENSG00000203507	AC103801.1
ENSG00000198168	SVIP
ENSG00000246225	AC090639.1
ENSG00000240881	RP11-713P14.1
ENSG00000252519	U6
ENSG00000228428	AC091051.1
ENSG00000225219	AC015771.1
ENSG00000207252	Y_RNA
ENSG00000187398	LUZP2
ENSG00000240298	RPL36AP40
ENSG00000134343	ANO3
ENSG00000169550	MUC15
ENSG00000148942	SLC5A12
ENSG00000176971	FIBIN
ENSG00000129151	BBOX1
ENSG00000109881	CCDC34
ENSG00000205213	LGR4
ENSG00000242527	RP11-159H22.1
ENSG00000148943	LIN7C
ENSG00000245573	BDNFOS
ENSG00000212289	5S_rRNA
ENSG00000240036	RP11-587D21.1
ENSG00000176697	BDNF
ENSG00000177447	CBX3P1
ENSG00000224411	AC103796.1
ENSG00000121621	KIF18A
ENSG00000207874	hsa-mir-610
ENSG00000169519	METT5D1
ENSG00000222385	7SK
ENSG00000238149	AC104978.1
ENSG00000248990	RP11-960D24.1
ENSG00000249867	RP11-115J23.1
ENSG00000211499	AC110056.1
ENSG00000243505	AL135933.1
ENSG00000240554	RP4-774E4.1
ENSG00000182255	KCNA4
ENSG00000131808	FSHB
ENSG00000152219	C11orf46
ENSG00000242353	RP4-710M3.1
ENSG00000066382	MPPED2
ENSG00000170959	DCDC5
ENSG00000188682	DCDC1
ENSG00000226746	AL135932.1
ENSG00000251968	AL133376.1
ENSG00000221629	AL162614.1
ENSG00000170946	DNAJC24
ENSG00000148950	IMMP1L
ENSG00000221338	AC108456.1
ENSG00000109911	ELP4
ENSG00000228061	Z83001.1
ENSG00000203504	AC131571.1
ENSG00000203418	AC131571.2
ENSG00000007372	PAX6
ENSG00000248609	AL049635.2
ENSG00000242758	AL049635.1
ENSG00000212551	U3
ENSG00000049449	RCN1
ENSG00000227160	RP1-65P5.1
ENSG00000240319	AL078612.1
ENSG00000184937	WT1
ENSG00000183242	WIT1
ENSG00000149100	EIF3M
ENSG00000186714	CCDC73
ENSG00000244535	RP1-181J22.1
ENSG00000135378	PRRG4
ENSG00000248689	AL035400.1
ENSG00000060749	QSER1
ENSG00000200615	Y_RNA
ENSG00000121690	DEPDC7
ENSG00000176148	TCP11L1
ENSG00000213713	AC131263.3
ENSG00000176102	CSTF3
ENSG00000247151	AC131263.2
ENSG00000206808	Y_RNA
ENSG00000241950	RP11-348A11.1
ENSG00000200485	Y_RNA
ENSG00000241255	RP1-89D4.1
ENSG00000110422	HIPK3
ENSG00000223134	AL122015.1
ENSG00000110427	C11orf41
ENSG00000205177	C11orf91
ENSG00000085063	CD59
ENSG00000110429	FBXO3
ENSG00000135363	LMO2
ENSG00000184566	AC132216.1
ENSG00000135387	CAPRIN1
ENSG00000135372	NAT10
ENSG00000166016	ABTB2
ENSG00000201867	Y_RNA
ENSG00000252924	AL035079.1
ENSG00000220204	RP1-53C18.3
ENSG00000216708	RP1-53C18.2
ENSG00000121691	CAT
ENSG00000245895	AL035079.2
ENSG00000135374	ELF5
ENSG00000135373	EHF
ENSG00000149089	APIP
ENSG00000110435	PDHX
ENSG00000251862	AL138810.1
ENSG00000026508	CD44
ENSG00000251194	AL133330.1
ENSG00000110436	SLC1A2
ENSG00000215380	AC090625.1
ENSG00000243666	AC090625.1
ENSG00000149090	PAMR1
ENSG00000179431	FJX1
ENSG00000166326	TRIM44
ENSG00000186082	AC090692.1
ENSG00000179241	LDLRAD3
ENSG00000241228	RP5-916O11.1
ENSG00000196559	C11orf55
ENSG00000110442	COMMD9
ENSG00000135362	PRR5L
ENSG00000175104	TRAF6
ENSG00000226728	AC061999.1
ENSG00000166349	RAG1
ENSG00000175097	RAG2
ENSG00000166352	C11orf74
ENSG00000251838	SNORA31
ENSG00000242834	RP11-324K6.1
ENSG00000240975	RP11-313M3.1
ENSG00000201591	U6
ENSG00000243798	AC021749.3
ENSG00000240826	AC021749.2
ENSG00000221804	AC021749.1
ENSG00000148948	LRRC4C
ENSG00000206806	Y_RNA
ENSG00000221357	AC104387.1
ENSG00000252922	U6
ENSG00000242729	RP11-124G5.1
ENSG00000251557	AC090588.1
ENSG00000166181	API5
ENSG00000252652	Y_RNA
ENSG00000052841	TTC17
ENSG00000252355	7SK
ENSG00000213697	AC023085.1
ENSG00000235661	AC023085.1
ENSG00000211568	hsa-mir-670
ENSG00000199077	hsa-mir-129-2
ENSG00000149084	HSD17B12
ENSG00000243721	RP11-472I20.1
ENSG00000246250	AC087521.2
ENSG00000166199	ALKBH3
ENSG00000213693	AC087521.4
ENSG00000244926	AC087521.3
ENSG00000187479	C11orf96
ENSG00000244953	AC087521.1
ENSG00000205126	ACCSL
ENSG00000110455	ACCS
ENSG00000151348	EXT2
ENSG00000052850	ALX4
ENSG00000085117	CD82
ENSG00000244267	RP11-244C20.1
ENSG00000157570	TSPAN18
ENSG00000175274	TP53I11
ENSG00000019485	PRDM11
ENSG00000246343	AC103681.2
ENSG00000214934	AC103681.1
ENSG00000019505	SYT13
ENSG00000175264	CHST1
ENSG00000205106	AC044839.1
ENSG00000181830	SLC35C1
ENSG00000242257	AC044839.2
ENSG00000121671	CRY2
ENSG00000121653	MAPK8IP1
ENSG00000234776	C11orf94
ENSG00000121680	PEX16
ENSG00000165905	GYLTL1B
ENSG00000135365	PHF21A
ENSG00000157613	CREB3L1
ENSG00000149091	DGKZ
ENSG00000110492	MDK
ENSG00000180720	CHRM4
ENSG00000110497	AMBRA1
ENSG00000244313	RP11-425L10.1
ENSG00000180423	HARBI1
ENSG00000175224	ATG13
ENSG00000175220	ARHGAP1
ENSG00000175213	ZNF408
ENSG00000180210	F2
ENSG00000175216	CKAP5
ENSG00000252427	SNORD67
ENSG00000212135	SNORD67
ENSG00000244605	AC115088.3
ENSG00000244440	AC115088.1
ENSG00000247675	AC021573.1
ENSG00000134569	LRP4
ENSG00000149179	C11orf49
ENSG00000149182	ARFGAP2
ENSG00000165912	PACSIN3
ENSG00000243802	RP11-390K5.1
ENSG00000134574	DDB2
ENSG00000134575	ACP2
ENSG00000025434	NR1H3
ENSG00000110514	MADD
ENSG00000134571	MYBPC3
ENSG00000066336	SPI1
ENSG00000251053	AC090582.1
ENSG00000165915	SLC39A13
ENSG00000165916	PSMC3
ENSG00000165917	RAPSN
ENSG00000252327	U6
ENSG00000244152	AC090559.2
ENSG00000149187	CELF1
ENSG00000110536	PTPMT1
ENSG00000123444	KBTBD4
ENSG00000200376	U5
ENSG00000231880	AC104942.3
ENSG00000213619	NDUFS3
ENSG00000196666	FAM180B
ENSG00000172247	C1QTNF4
ENSG00000223187	Y_RNA
ENSG00000109919	MTCH2
ENSG00000165923	AGBL2
ENSG00000109920	FNBP4
ENSG00000200090	Y_RNA
ENSG00000252447	snoU13
ENSG00000030066	NUP160
ENSG00000252941	5S_rRNA
ENSG00000252874	Y_RNA
ENSG00000149177	PTPRJ
ENSG00000175619	OR4B1
ENSG00000172208	OR4X2
ENSG00000176567	OR4X1
ENSG00000176555	OR4S1
ENSG00000176547	OR4C3
ENSG00000197161	OR4C45
ENSG00000176540	OR4C5
ENSG00000182565	OR4C2P
ENSG00000184789	OR4C10P
ENSG00000237388	OR4A47
ENSG00000213607	AC134982.1
ENSG00000249910	RP11-56P9.1
ENSG00000220948	AC027369.2
ENSG00000205044	AC027369.1
ENSG00000182053	AC084851.2
ENSG00000214891	TRIM64C
ENSG00000237504	AC084851.1
ENSG00000086205	FOLH1
ENSG00000123447	AC135977.2
ENSG00000226268	AC135977.1
ENSG00000205035	AC130364.1
ENSG00000219061	AC130364.2
ENSG00000178306	OR4C13
ENSG00000221954	OR4C12
ENSG00000236919	AC109635.1
ENSG00000214883	AC024405.1
ENSG00000221840	OR4A5
ENSG00000225997	OR4A8P
ENSG00000227547	AC126345.1
ENSG00000185926	OR4C46
ENSG00000237610	OR4C50P
ENSG00000150244	TRIM48
ENSG00000166007	AP005597.1
ENSG00000181961	OR4A16
ENSG00000181958	OR4A15
ENSG00000181950	AP005639.1
ENSG00000181943	AP001998.1
ENSG00000233301	OR4C1P
ENSG00000181939	OR4C15
ENSG00000181935	OR4C16
ENSG00000172188	OR4C11
ENSG00000181927	OR4P4
ENSG00000174982	OR4S2
ENSG00000181903	OR4C6
ENSG00000188439	OR4P1P
ENSG00000186886	AP006437.1
ENSG00000181837	AC036111.1
ENSG00000198877	OR5D13
ENSG00000186113	OR5D14
ENSG00000186117	OR5L1
ENSG00000186119	OR5D18
ENSG00000205030	OR5L2
ENSG00000205029	OR5D16
ENSG00000186124	OR9M1P
ENSG00000124900	SPRYD5
ENSG00000227806	OR5W1P
ENSG00000187612	OR5W2
ENSG00000167825	OR5I1
ENSG00000174970	OR10AG1
ENSG00000214880	OR7E5P
ENSG00000149133	OR5F1
ENSG00000182365	AC068339.1
ENSG00000181785	OR5AS1
ENSG00000184741	OR5AQ1P
ENSG00000181780	OR5J1P
ENSG00000225538	OR5BE1P
ENSG00000172154	OR8I2
ENSG00000181767	OR8H2
ENSG00000181761	OR8H3
ENSG00000167822	OR8J3
ENSG00000181752	OR8K5
ENSG00000174957	OR5J2
ENSG00000230213	OR8V1P
ENSG00000213604	AC022882.1
ENSG00000181718	OR5T2
ENSG00000172489	OR5T3
ENSG00000181698	OR5T1
ENSG00000181693	OR8H1
ENSG00000181689	OR8K3
ENSG00000150261	OR8K1
ENSG00000242208	RP11-444K7.1
ENSG00000172487	OR8J1
ENSG00000172199	OR8U1
ENSG00000181395	OR5AL1P
ENSG00000174942	OR5R1
ENSG00000230416	AP002512.1
ENSG00000150269	OR5M9
ENSG00000174937	OR5M3
ENSG00000181371	OR5M8
ENSG00000185701	OR5M5P
ENSG00000166693	OR5M13P
ENSG00000197866	OR5AM1P
ENSG00000172464	OR5AP2
ENSG00000172459	OR5AR1
ENSG00000232511	OR2AH1P
ENSG00000238041	AP004245.1
ENSG00000174914	OR9G1
ENSG00000181325	AP001803.2
ENSG00000172457	OR9G4
ENSG00000181296	AP001803.1
ENSG00000205025	OR5G5P
ENSG00000241356	OR5G3P
ENSG00000181282	OR5AK3P
ENSG00000181273	AP002826.1
ENSG00000224196	OR5AK4P
ENSG00000183908	LRRC55
ENSG00000134817	APLNR
ENSG00000149115	TNKS1BP1
ENSG00000149136	SSRP1
ENSG00000238692	snoU13
ENSG00000109991	P2RX3
ENSG00000156575	PRG3
ENSG00000186652	PRG2
ENSG00000134802	SLC43A3
ENSG00000252070	5S_rRNA
ENSG00000222998	7SK
ENSG00000186907	RTN4RL2
ENSG00000149150	SLC43A1
ENSG00000251995	Y_RNA
ENSG00000134809	TIMM10
ENSG00000214872	SMTNL1
ENSG00000156587	UBE2L6
ENSG00000240371	RP11-624G17.1
ENSG00000149131	SERPING1
ENSG00000241647	AP000662.1
ENSG00000208009	hsa-mir-130a
ENSG00000166793	YPEL4
ENSG00000172409	CLP1
ENSG00000156599	ZDHHC5
ENSG00000156603	MED19
ENSG00000213593	TMX2
ENSG00000213592	AP000662.2
ENSG00000211450	C11orf31
ENSG00000233436	BTBD18
ENSG00000198561	CTNND1
ENSG00000180714	OR5AZ1P
ENSG00000186509	OR9Q1
ENSG00000200817	U6
ENSG00000172381	OR6Q1
ENSG00000236541	VN2R9P
ENSG00000196779	AP004247.1
ENSG00000172377	OR9I1
ENSG00000186508	OR9I2P
